34669,1090
36167,1380
53588,5220
45288,7410
16766,5140
24517,3250
1942,3730
50196,2420
55098,4380
32099,4020
13312,9300
28213,9200
15824,8510
34332,420
28534,3360
5064,90
48928,4750
50685,8670
54509,2780
2236,8010
8183,3670
21283,4810
12445,3130
9106,1690
4924,4110
37552,5280
10330,720
54597,6040
34045,4320
15401,4840
11266,2330
40829,7540
45730,2580
12009,8250
32485,20
45785,3710
40282,3810
18568,8840
46801,7100
36932,6860
55147,3620
46220,9560
39942,3420
2156,2910
42594,3330
7756,6060
18754,500
40282,3810
54487,1530
10890,4690
37574,9050
263,5420
21067,910
18280,1680
16946,8370
45323,6480
42131,2950
7225,2640
13040,2950
28831,8690
43071,5110
48807,2620
33493,3540
11303,9220
33758,9510
40299,6270
28414,9210
3537,3830
27122,8190
36230,580
49917,860
9190,1970
27877,9050
23308,8540
50588,3260
39457,4160
47877,5630
6497,100
38129,4900
11220,1700
11220,1700
13306,8590
47001,6750
33582,6320
51247,5010
22962,780
4832,7640
34332,420
15620,8050
48646,5240
14035,7750
46219,2880
2668,3660
32842,7360
19840,6240
7159,6010
34037,9150
50971,4240
5541,9690
35559,970
15685,4740
7888,4090
53630,3990
46905,1430
35534,7310
33300,2320
5812,7820
37221,6640
54287,4190
53555,9500
55405,6680
18032,3510
52647,6540
12614,4910
28387,9270
2308,1710
44021,4590
10107,8680
52046,1190
24517,3250
27676,3310
48385,3200
31790,600
40988,8670
8042,2830
49444,7250
7056,8970
2905,4730
27150,6060
2277,1350
1215,2530
38216,3950
13779,3770
39997,5430
26863,840
6936,2750
53,4940
13351,7290
36126,7260
365,1780
41989,1960
27800,8360
52023,2760
4832,7640
41800,5560
32718,1810
27142,1010
9106,1690
106,2470
22931,3830
19144,1280
18637,7340
3623,5800
20281,5980
35492,1980
19047,2040
45234,3290
26224,6910
11560,1650
34997,4970
28968,3390
30994,6660
26224,6910
9786,7300
9769,6330
40277,7600
32137,850
43930,3370
31896,6800
12796,2400
15291,7050
50729,8500
31028,4040
37788,320
46630,5400
25826,1880
49492,260
10456,4050
5541,9690
51201,2310
8694,7280
32303,4610
1844,8030
48591,2470
3703,8660
53648,370
36403,4200
34045,4320
17746,3960
6855,4480
14598,3140
9633,5000
55421,2750
21000,9220
39528,7430
17340,1100
33253,6540
34747,8310
1403,6960
37861,7040
2332,4520
28914,8930
44688,6520
52241,2290
12005,1710
25569,7800
36732,6570
12265,1990
45417,2380
18032,3510
11849,6340
55411,3230
46479,3640
28151,6530
6403,7810
43583,1450
32902,6150
12566,2660
2462,8220
55438,4640
27142,1010
23367,1750
16739,7060
2806,3480
27797,9090
31255,2720
31825,8750
29981,730
22311,4910
18334,9450
14262,3010
10062,1780
8963,7570
54389,5990
19816,1080
5815,3030
20284,730
37443,9250
11099,4890
40126,2080
49463,7010
30731,2170
42491,8660
21650,5360
471,350
27443,3960
34343,1490
46938,4720
42201,7890
12744,6610
17576,6470
33124,9370
25050,8310
54982,100
36107,8800
7894,8460
20727,7180
10782,3280
6613,4380
54130,8790
27730,9640
50709,7530
16883,8160
22199,6800
5183,8320
32923,5180
55020,6480
3819,8270
54252,6250
38738,6400
14019,9080
30697,9220
40622,460
50799,7740
26318,570
45117,3550
46758,8720
24730,1830
1007,260
45806,590
26071,7170
32918,4680
917,920
19194,1600
46063,8620
358,3440
8576,1410
33124,9370
21147,4630
51684,9600
40922,2940
31479,2140
39430,7960
54225,620
5812,7820
5071,2920
17794,200
5078,7690
36066,4820
6617,7660
35494,7810
53066,290
50947,8220
36706,340
36757,3070
16739,7060
16329,3110
53066,290
26525,6020
39931,4980
5306,1950
3973,1750
38148,500
26251,4210
12796,2400
2037,3080
18076,2450
28887,3470
1569,2330
49887,4890
39153,1780
9908,2160
36325,5130
15722,5580
5456,5060
14550,4310
2008,8340
45785,3710
50947,8220
9207,6590
44813,5580
35921,6910
9647,6400
28222,2600
32104,280
39100,8920
29403,8920
27150,6060
33957,9420
44233,9380
41504,2310
28170,6770
4276,4370
52672,1290
9960,5420
21965,6740
15342,8790
39855,5880
15723,140
40562,2990
8656,680
46268,2550
54300,3030
40153,7580
44513,9260
49062,6840
53966,4860
621,4950
7131,6020
17961,900
40345,8140
39027,6370
10675,7010
27038,8280
4013,2240
1215,2530
41359,6740
172,7160
11471,2990
50999,9670
26985,2270
29196,1570
19936,2630
54074,550
12920,6580
26350,6980
31163,9580
51161,1040
30648,8140
15233,8350
44804,2010
53152,9510
1894,8330
649,6380
37187,3410
14686,7730
8804,1770
3703,8660
15614,2650
45618,6910
51979,630
38660,2500
23134,5100
54051,4960
29729,6490
41330,1400
53928,9330
23535,6620
8150,4720
7230,4650
23581,1290
50637,6340
5913,8490
48520,4710
4488,4250
12413,2310
36398,9060
3301,1930
50093,7520
1277,1420
21782,2140
35038,6550
30306,2530
13920,5550
27797,9090
34640,3350
52264,6510
3874,2020
13985,2820
29615,1610
13772,9440
47044,8230
13324,1810
33746,4410
47194,8360
32806,1480
25695,9460
3402,7830
39193,7590
